drugA,drugB,label
DB08861,DB00370,1
DB09128,DB00752,1
DB08918,DB01095,1
DB00344,DB13948,1
DB01068,DB13837,1
DB01156,DB08496,1
DB04834,DB06700,1
DB00934,DB13955,1
DB11817,DB00623,1
DB01036,DB01623,1
DB08918,DB06727,1
DB01018,DB14507,1
DB00690,DB01238,1
DB00477,DB04070,1
DB00543,DB09226,1
DB09097,DB01267,1
DB01242,DB00414,1
DB00477,DB13876,1
DB00915,DB01175,1
DB00472,DB11598,1
DB00543,DB09190,1
DB00934,DB11986,1
DB00454,DB00704,1
DB01154,DB08918,1
DB00726,DB00519,1
DB02925,DB01151,1
DB00433,DB00607,1
DB01043,DB00734,1
DB01104,DB01207,1
DB00716,DB00829,1
DB00798,DB00285,1
DB14132,DB00822,1
DB06077,DB00865,1
DB00422,DB14068,1
DB11720,DB00334,1
DB00404,DB09036,1
DB00344,DB00637,1
DB12131,DB14509,1
DB11979,DB00313,1
DB00216,DB00472,1
DB02925,DB00285,1
DB00468,DB00752,1
DB00215,DB01484,1
DB09224,DB00182,1
DB00752,DB12417,1
DB09297,DB00215,1
DB13384,DB01149,1
DB06077,DB09101,1
DB00334,DB06218,1
DB11511,DB00472,1
DB00370,DB11738,1
DB01263,DB00502,1
DB01149,DB06809,1
DB00669,DB00182,1
DB00321,DB09071,1
DB00555,DB00877,1
DB01255,DB12080,1
DB00628,DB01235,1
DB00344,DB00925,1
DB00285,DB07615,1
DB00408,DB09007,1
DB00555,DB04348,1
DB00241,DB00408,1
DB13443,DB01156,1
DB00674,DB01068,1
DB00313,DB00216,1
DB01149,DB00383,1
DB00328,DB00344,1
DB14737,DB00472,1
DB06684,DB14672,1
DB08893,DB00502,1
DB12752,DB09068,1
DB00185,DB00829,1
DB00829,DB01610,1
DB00321,DB13225,1
DB11986,DB00502,1
DB00555,DB01164,1
DB00714,DB00433,1
DB00472,DB00821,1
DB01247,DB13505,1
DB00370,DB13852,1
DB01174,DB00675,1
DB01267,DB12163,1
DB01267,DB12582,1
DB00571,DB06684,1
DB00934,DB00682,1
DB00822,DB01023,1
DB00934,DB06334,1
DB00334,DB09307,1
DB09128,DB09054,1
DB01151,DB00392,1
DB00334,DB09071,1
DB00623,DB00680,1
DB00575,DB00934,1
DB05889,DB01242,1
DB00363,DB00790,1
DB00215,DB00331,1
DB00822,DB00450,1
DB00543,DB00207,1
DB13679,DB00476,1
DB00969,DB01224,1
DB00583,DB08918,1
DB00321,DB01196,1
DB00726,DB11785,1
DB08815,DB01138,1
DB00752,DB01560,1
DB00182,DB00273,1
DB09125,DB01224,1
DB00182,DB06674,1
DB00447,DB00555,1
DB00246,DB12278,1
DB01151,DB04938,1
DB00765,DB00433,1
DB01224,DB13588,1
DB06684,DB09226,1
DB04789,DB00313,1
DB01288,DB00477,1
DB01357,DB00555,1
DB06016,DB14231,1
DB00285,DB00029,1
DB01220,DB14185,1
DB00313,DB01667,1
DB00215,DB01278,1
DB00321,DB00502,1
DB01623,DB13369,1
DB09128,DB01206,1
DB11568,DB00458,1
DB14043,DB00215,1
DB00734,DB00778,1
DB00320,DB01151,1
DB00477,DB12395,1
DB00555,DB13254,1
DB01068,DB14018,1
DB00404,DB00698,1
DB01100,DB08907,1
DB00285,DB08962,1
DB00734,DB01645,1
DB11156,DB06700,1
DB14185,DB01026,1
DB00313,DB05687,1
DB00831,DB13944,1
DB00477,DB00561,1
DB01002,DB00458,1
DB14185,DB00065,1
DB00647,DB09128,1
DB00490,DB06705,1
DB00202,DB00623,1
DB00543,DB01622,1
DB00285,DB01289,1
DB01238,DB01045,1
DB00934,DB13261,1
DB06684,DB00940,1
DB00283,DB01267,1
DB00811,DB06700,1
DB00726,DB00940,1
DB00182,DB13954,1
DB05077,DB00370,1
DB01623,DB00851,1
DB00218,DB01224,1
DB13878,DB01100,1
DB06016,DB12427,1
DB01392,DB00370,1
DB00404,DB09014,1
DB09008,DB00176,1
DB00565,DB01068,1
DB01018,DB04834,1
DB00477,DB09050,1
DB09200,DB01174,1
DB00555,DB01059,1
DB01255,DB12725,1
DB09068,DB04725,1
DB00475,DB00599,1
DB09068,DB00752,1
DB04871,DB00182,1
DB00594,DB00490,1
DB00822,DB00875,1
DB00363,DB00924,1
DB01118,DB06700,1
DB12445,DB00363,1
DB06216,DB09206,1
DB01403,DB09068,1
DB12268,DB00734,1
DB06077,DB00976,1
DB00306,DB06684,1
DB01224,DB09165,1
DB08918,DB12833,1
DB00822,DB05039,1
DB01394,DB01224,1
DB01037,DB09118,1
DB05077,DB00458,1
DB09173,DB00215,1
DB00313,DB00471,1
DB00344,DB01338,1
DB00539,DB00476,1
DB01189,DB01255,1
DB01400,DB00502,1
DB01224,DB08897,1
DB00628,DB06654,1
DB00285,DB00784,1
DB13682,DB09068,1
DB01174,DB00455,1
DB09128,DB09252,1
DB01037,DB01079,1
DB12545,DB14185,1
DB00289,DB00822,1
DB13989,DB00502,1
DB00476,DB00651,1
DB00835,DB01247,1
DB00458,DB01102,1
DB00543,DB00540,1
DB00285,DB00294,1
DB01338,DB08815,1
DB08918,DB01611,1
DB00363,DB13572,1
DB11718,DB01255,1
DB06216,DB00011,1
DB00182,DB00597,1
DB00679,DB08912,1
DB01104,DB00665,1
DB00091,DB00246,1
DB01156,DB14009,1
DB00715,DB00483,1
DB01576,DB08800,1
DB01416,DB06700,1
DB00780,DB01247,1
DB02901,DB00176,1
DB01267,DB01576,1
DB08918,DB13784,1
DB01255,DB00835,1
DB01242,DB00916,1
DB00822,DB11640,1
DB01151,DB13273,1
DB01544,DB06684,1
DB05381,DB00555,1
DB00217,DB00555,1
DB00714,DB00246,1
DB00628,DB01181,1
DB00502,DB12401,1
DB00404,DB13993,1
DB00477,DB13411,1
DB01140,DB01156,1
DB01149,DB11315,1
DB00047,DB00363,1
DB00091,DB01247,1
DB08881,DB00408,1
DB01618,DB00940,1
DB00475,DB00737,1
DB01247,DB00818,1
DB01158,DB00458,1
DB00623,DB06700,1
DB01224,DB00341,1
DB01242,DB04825,1
DB08815,DB01197,1
DB13663,DB14509,1
DB01238,DB00619,1
DB09068,DB00977,1
DB01238,DB00342,1
DB00126,DB01151,1
DB11130,DB00475,1
DB00795,DB01267,1
DB01100,DB05239,1
DB00704,DB06817,1
DB00787,DB01242,1
DB06216,DB06702,1
DB00757,DB14185,1
DB00456,DB01018,1
DB00159,DB00628,1
DB06216,DB11198,1
DB01618,DB06077,1
DB00628,DB00462,1
DB00433,DB00444,1
DB09167,DB01037,1
DB09297,DB00176,1
DB00831,DB09184,1
DB11448,DB01175,1
DB00734,DB14068,1
DB01495,DB00476,1
DB01156,DB08839,1
DB09039,DB00285,1
DB01224,DB09281,1
DB06713,DB01068,1
DB00734,DB01215,1
DB09199,DB00363,1
DB01623,DB13523,1
DB08918,DB15203,1
DB01151,DB12212,1
DB01327,DB00422,1
DB01421,DB01242,1
DB01576,DB00637,1
DB00850,DB00857,1
DB12590,DB00472,1
DB01433,DB09068,1
DB06016,DB11541,1
DB00502,DB09502,1
DB06700,DB00244,1
DB00246,DB13538,1
DB00246,DB01167,1
DB08815,DB13801,1
DB00623,DB11537,1
DB00564,DB14185,1
DB00475,DB06654,1
DB00734,DB09480,1
DB00030,DB00321,1
DB00334,DB00836,1
DB01440,DB00476,1
DB14754,DB00458,1
DB01576,DB09242,1
DB01429,DB00502,1
DB00752,DB08932,1
DB06292,DB01576,1
DB01104,DB00413,1
DB09074,DB00476,1
DB01501,DB00476,1
DB01174,DB11978,1
DB00234,DB00408,1
DB01267,DB13370,1
DB00734,DB00572,1
DB00532,DB00334,1
DB01175,DB01463,1
DB01325,DB01018,1
DB00726,DB01208,1
DB00285,DB08059,1
DB00313,DB00593,1
DB00829,DB01173,1
DB09128,DB09078,1
DB09068,DB14530,1
DB00341,DB08918,1
DB01068,DB11859,1
DB05372,DB00476,1
DB01068,DB00397,1
DB00831,DB12492,1
DB00831,DB13791,1
DB08952,DB00752,1
DB00476,DB01124,1
DB01068,DB01337,1
DB06154,DB01242,1
DB00307,DB00715,1
DB00422,DB00501,1
DB09481,DB00321,1
DB01068,DB13557,1
DB00543,DB00424,1
DB09068,DB06267,1
DB01558,DB06016,1
DB01242,DB00773,1
DB01224,DB13500,1
DB00652,DB01247,1
DB01114,DB00850,1
DB00408,DB01200,1
DB00313,DB12131,1
DB00715,DB13929,1
DB11760,DB08918,1
DB00285,DB13402,1
DB00476,DB01132,1
DB00726,DB00574,1
DB00657,DB00679,1
DB13540,DB00934,1
DB14185,DB00412,1
DB06016,DB13452,1
DB00321,DB08897,1
DB00331,DB01068,1
DB01306,DB08918,1
DB00734,DB13984,1
DB01037,DB13443,1
DB01323,DB01175,1
DB01576,DB05271,1
DB00182,DB01239,1
DB08439,DB01224,1
DB01620,DB00477,1
DB00555,DB09023,1
DB05034,DB01224,1
DB01100,DB13648,1
DB00107,DB00540,1
DB00715,DB13695,1
DB00433,DB00434,1
DB00734,DB13782,1
DB00400,DB01174,1
DB00404,DB09570,1
DB00557,DB00370,1
DB00404,DB13114,1
DB01242,DB13324,1
DB08883,DB00623,1
DB00839,DB00715,1
DB00270,DB01156,1
DB00748,DB09068,1
DB00767,DB00704,1
DB01295,DB00715,1
DB00502,DB08953,1
DB09068,DB13595,1
DB00829,DB01054,1
DB00726,DB01068,1
DB00273,DB06077,1
DB04821,DB06077,1
DB00458,DB12093,1
DB00656,DB08927,1
DB01326,DB00476,1
DB01104,DB03575,1
DB01359,DB01255,1
DB13691,DB00433,1
DB13273,DB00313,1
DB09128,DB01367,1
DB00370,DB06819,1
DB08918,DB09066,1
DB00235,DB00422,1
DB13860,DB09068,1
DB00540,DB01608,1
DB00450,DB00679,1
DB11753,DB00715,1
DB00334,DB12071,1
DB00422,DB08872,1
DB12212,DB00433,1
DB00344,DB11915,1
DB00831,DB00360,1
DB06216,DB06725,1
DB00433,DB00754,1
DB09068,DB12615,1
DB12193,DB00363,1
DB01242,DB01291,1
DB01018,DB01685,1
DB00321,DB09161,1
DB01242,DB01114,1
DB01238,DB13001,1
DB00734,DB00861,1
DB09008,DB01267,1
DB00850,DB06701,1
DB00734,DB00051,1
DB00922,DB00679,1
DB00565,DB08918,1
DB00370,DB00920,1
DB00740,DB00422,1
DB00656,DB00908,1
DB00334,DB01509,1
DB00394,DB00176,1
DB13530,DB00433,1
DB00321,DB06288,1
DB00285,DB13252,1
DB00295,DB01018,1
DB01247,DB00492,1
DB01063,DB00656,1
DB01563,DB01175,1
DB00490,DB00316,1
DB00308,DB01224,1
DB01242,DB01354,1
DB00628,DB00209,1
DB00458,DB01274,1
DB00408,DB01467,1
DB00850,DB08953,1
DB00722,DB00476,1
DB00734,DB00520,1
DB11641,DB01037,1
DB01104,DB01105,1
DB01018,DB00692,1
DB02247,DB01149,1
DB11760,DB00285,1
DB00752,DB00782,1
DB00728,DB06700,1
DB00321,DB12071,1
DB00496,DB00370,1
DB00490,DB01215,1
DB00726,DB13160,1
DB01238,DB13841,1
DB00313,DB01080,1
DB01191,DB01267,1
DB00477,DB02709,1
DB11868,DB00472,1
DB08892,DB00476,1
DB00514,DB00850,1
DB01176,DB01100,1
DB01261,DB09128,1
DB00248,DB00934,1
DB06753,DB00934,1
DB14185,DB13338,1
DB09072,DB09068,1
DB00540,DB00388,1
DB00440,DB00246,1
DB00555,DB09324,1
DB00182,DB00774,1
DB01156,DB12015,1
DB01427,DB01242,1
DB00476,DB13777,1
DB06204,DB14509,1
DB00814,DB00182,1
DB00472,DB01384,1
DB11228,DB01174,1
DB06016,DB06711,1
DB00540,DB00042,1
DB11817,DB00215,1
DB01037,DB00764,1
DB00502,DB06148,1
DB00215,DB01488,1
DB00321,DB12100,1
DB00647,DB00215,1
DB12531,DB01151,1
DB00726,DB13196,1
DB00592,DB00490,1
DB00370,DB01363,1
DB04855,DB00321,1
DB01618,DB02207,1
DB00182,DB08932,1
DB08918,DB00307,1
DB06654,DB14185,1
DB14185,DB00972,1
DB01104,DB11898,1
DB00850,DB09089,1
DB00355,DB01156,1
DB06216,DB13754,1
DB06016,DB09128,1
DB13878,DB00477,1
DB08815,DB08942,1
DB04690,DB00831,1
DB00285,DB12107,1
DB05710,DB14509,1
DB00363,DB08801,1
DB08918,DB13455,1
DB00246,DB01324,1
DB01267,DB00543,1
DB00182,DB00670,1
DB00555,DB12086,1
DB01137,DB00344,1
DB00313,DB00396,1
DB00555,DB00753,1
DB13371,DB00321,1
DB00246,DB04838,1
DB00433,DB04844,1
DB00182,DB11315,1
DB00715,DB13014,1
DB00313,DB12693,1
DB00647,DB00679,1
DB00715,DB11723,1
DB13211,DB00334,1
DB09068,DB01562,1
DB00344,DB01591,1
DB09068,DB00780,1
DB00458,DB13843,1
DB00404,DB00248,1
DB01104,DB00245,1
DB01039,DB00715,1
DB06700,DB09199,1
DB00726,DB09119,1
DB00285,DB00851,1
DB09253,DB01151,1
DB00176,DB08811,1
DB00555,DB00613,1
DB14975,DB00334,1
DB06700,DB08962,1
DB01579,DB06684,1
DB00246,DB00306,1
DB00215,DB00425,1
DB01226,DB09068,1
DB01065,DB09128,1
DB00246,DB11783,1
DB00734,DB01566,1
DB09295,DB00490,1
DB13823,DB14185,1
DB13221,DB00215,1
DB01267,DB06678,1
DB01037,DB00207,1
DB01623,DB06660,1
DB00679,DB09036,1
DB08912,DB00831,1
DB00795,DB01151,1
DB01255,DB01054,1
DB13993,DB00543,1
DB00555,DB09070,1
DB00080,DB00363,1
DB01576,DB13626,1
DB01365,DB01576,1
DB00490,DB00468,1
DB01100,DB00400,1
DB00628,DB00390,1
DB09128,DB13429,1
DB13868,DB00628,1
DB00656,DB01114,1
DB13070,DB00433,1
DB00831,DB00533,1
DB00571,DB00752,1
DB01242,DB04878,1
DB12308,DB00321,1
DB09282,DB01018,1
DB00726,DB00216,1
DB01018,DB00765,1
DB00422,DB00899,1
DB01018,DB11428,1
DB00502,DB12371,1
DB00444,DB00408,1
DB00490,DB04842,1
DB00814,DB06216,1
DB04896,DB06684,1
DB00476,DB11752,1
DB06700,DB13036,1
DB00370,DB00502,1
DB00752,DB00986,1
DB01114,DB06077,1
DB01104,DB00974,1
DB00278,DB01238,1
DB01623,DB14672,1
DB01242,DB00620,1
DB00749,DB00831,1
DB01081,DB09068,1
DB01242,DB04842,1
DB00363,DB09281,1
DB13504,DB00477,1
DB00339,DB00363,1
DB01068,DB01114,1
DB00529,DB00490,1
DB00987,DB01267,1
DB09068,DB01128,1
DB01068,DB13082,1
DB00850,DB01320,1
DB00391,DB01576,1
DB01068,DB09477,1
DB00502,DB06716,1
DB08918,DB13910,1
DB01156,DB11328,1
DB00344,DB13909,1
DB09001,DB06700,1
DB00656,DB12184,1
DB01100,DB11805,1
DB08918,DB01021,1
DB14538,DB01267,1
DB13787,DB00628,1
DB00483,DB01618,1
DB00555,DB00572,1
DB12212,DB00182,1
DB00182,DB13738,1
DB01553,DB00715,1
DB08960,DB01104,1
DB00550,DB01104,1
DB00215,DB06700,1
DB00656,DB00427,1
DB00734,DB05676,1
DB01151,DB01162,1
DB00208,DB00422,1
DB06684,DB12480,1
DB00176,DB13910,1
DB00741,DB00543,1
DB00487,DB00313,1
DB01255,DB13919,1
DB00185,DB00502,1
DB00381,DB00433,1
DB01623,DB06674,1
DB04817,DB01175,1
DB05710,DB06016,1
DB00734,DB04825,1
DB01396,DB01267,1
DB01623,DB00670,1
DB04824,DB00715,1
DB00344,DB11891,1
DB00334,DB11408,1
DB09068,DB06419,1
DB00422,DB00759,1
DB01017,DB00404,1
DB01105,DB14185,1
DB00734,DB13396,1
DB01151,DB00882,1
DB01284,DB00628,1
DB01224,DB14651,1
DB06624,DB00334,1
DB01149,DB09023,1
DB00502,DB09300,1
DB00934,DB01445,1
DB13196,DB00321,1
DB08962,DB00334,1
DB01242,DB11921,1
DB01415,DB00321,1
DB02852,DB06077,1
DB11891,DB00679,1
DB00433,DB00588,1
DB01623,DB00640,1
DB00703,DB00555,1
DB15444,DB01267,1
DB00246,DB11556,1
DB01104,DB06679,1
DB15465,DB00472,1
DB00285,DB09066,1
DB01238,DB00163,1
DB00743,DB00829,1
DB00530,DB01156,1
DB00321,DB12327,1
DB11447,DB08918,1
DB00342,DB01104,1
DB13213,DB00215,1
DB00424,DB00679,1
DB00802,DB14185,1
DB00476,DB06152,1
DB00540,DB06268,1
DB00614,DB06077,1
DB13679,DB06700,1
DB00472,DB01225,1
DB00502,DB09252,1
DB01224,DB11633,1
DB00543,DB13317,1
DB00715,DB01459,1
DB00503,DB01175,1
DB01254,DB00623,1
DB01224,DB00641,1
DB00477,DB01384,1
DB00541,DB00850,1
DB00850,DB12177,1
DB00752,DB09026,1
DB00285,DB12412,1
DB00601,DB00477,1
DB11855,DB00734,1
DB11936,DB01238,1
DB00734,DB05465,1
DB00656,DB01324,1
DB01576,DB00341,1
DB12877,DB01100,1
DB00738,DB00313,1
DB11903,DB06077,1
DB00835,DB00215,1
DB00612,DB00408,1
DB00344,DB00214,1
DB00363,DB06800,1
DB00752,DB14672,1
DB06267,DB09128,1
DB00864,DB00422,1
DB01623,DB06595,1
DB01600,DB00934,1
DB06803,DB00285,1
DB00540,DB01409,1
DB00502,DB08922,1
DB00679,DB14059,1
DB00166,DB08918,1
DB00237,DB06077,1
DB13457,DB00715,1
DB00404,DB13648,1
DB00635,DB01104,1
DB13775,DB01267,1
DB00370,DB11994,1
DB00740,DB01618,1
DB00593,DB00458,1
DB01255,DB09218,1
DB01247,DB09288,1
DB01211,DB00176,1
DB13722,DB01267,1
DB14541,DB00176,1
DB00493,DB00476,1
DB14506,DB00408,1
DB06216,DB11362,1
DB09068,DB14512,1
DB06725,DB08815,1
DB00718,DB00628,1
DB00476,DB13156,1
DB01100,DB12026,1
DB00831,DB06736,1
DB01238,DB04908,1
DB12010,DB01018,1
DB01238,DB12427,1
DB01267,DB14208,1
DB01700,DB08815,1
DB05465,DB00433,1
DB00656,DB13919,1
DB04817,DB01224,1
DB00477,DB00276,1
DB08870,DB00623,1
DB00313,DB01148,1
DB04846,DB01149,1
DB00740,DB06216,1
DB00584,DB01242,1
DB13170,DB00363,1
DB00476,DB14508,1
DB00334,DB06468,1
DB01018,DB13323,1
DB00458,DB06803,1
DB06216,DB13382,1
DB00458,DB00413,1
DB00041,DB00628,1
DB06016,DB13781,1
DB06719,DB00679,1
DB01224,DB09255,1
DB00628,DB13025,1
DB13099,DB00215,1
DB00334,DB00940,1
DB08815,DB09202,1
DB01018,DB01495,1
DB01175,DB13703,1
DB00408,DB00843,1
DB01069,DB06700,1
DB09239,DB01100,1
DB14185,DB00444,1
DB00831,DB13993,1
DB01104,DB01095,1
DB09174,DB01175,1
DB00505,DB00477,1
DB00934,DB01565,1
DB00543,DB11770,1
DB09184,DB06700,1
DB09363,DB00679,1
DB00313,DB13203,1
DB00623,DB09286,1
DB00285,DB04885,1
DB08918,DB13378,1
DB00477,DB00214,1
DB06216,DB00653,1
DB00246,DB08892,1
DB00344,DB01277,1
DB00726,DB13956,1
DB00831,DB11443,1
DB00182,DB00747,1
DB00822,DB00238,1
DB01175,DB11950,1
DB09273,DB00831,1
DB00806,DB00246,1
DB08918,DB12615,1
DB04953,DB01175,1
DB00321,DB00177,1
DB01174,DB13362,1
DB00182,DB08872,1
DB00313,DB11823,1
DB00849,DB09068,1
DB00182,DB07954,1
DB00370,DB00668,1
DB00255,DB00831,1
DB00404,DB00548,1
DB00370,DB13952,1
DB09074,DB01149,1
DB08954,DB00822,1
DB01114,DB00679,1
DB14126,DB01156,1
DB01378,DB00472,1
DB00321,DB11712,1
DB06684,DB11609,1
DB11541,DB06216,1
DB00502,DB01103,1
DB01242,DB01288,1
DB01255,DB01218,1
DB06237,DB00458,1
DB06237,DB00715,1
DB00458,DB14659,1
DB00656,DB00690,1
DB00285,DB11638,1
DB00235,DB00477,1
DB01024,DB09068,1
DB00475,DB08059,1
DB00490,DB00678,1
DB08815,DB09383,1
DB00458,DB11428,1
DB01131,DB00477,1
DB15171,DB00734,1
DB00656,DB00624,1
DB01068,DB00591,1
DB00831,DB00177,1
DB00934,DB11102,1
DB09079,DB00752,1
DB01250,DB00321,1
DB00404,DB01128,1
DB01082,DB00458,1
DB00408,DB13624,1
DB00182,DB00546,1
DB01466,DB00543,1
DB00540,DB13351,1
DB00454,DB00734,1
DB00679,DB00875,1
DB08815,DB13754,1
DB00610,DB14185,1
DB01192,DB00475,1
DB00404,DB09021,1
DB04626,DB00476,1
DB00472,DB01088,1
DB00726,DB13380,1
DB00246,DB00436,1
DB11753,DB00215,1
DB00829,DB00688,1
DB00433,DB13522,1
DB01618,DB01173,1
DB06077,DB06527,1
DB08815,DB00209,1
DB01093,DB01156,1
DB09213,DB01068,1
DB02568,DB00850,1
DB01156,DB00363,1
DB00313,DB13331,1
DB00726,DB06736,1
DB01037,DB00717,1
DB00829,DB01550,1
DB11823,DB00752,1
DB04581,DB09068,1
DB00313,DB00588,1
DB00829,DB05812,1
DB00313,DB13738,1
DB13507,DB00704,1
DB00679,DB00781,1
DB00543,DB09187,1
DB00408,DB01588,1
DB00393,DB01100,1
DB00279,DB00422,1
DB14185,DB00082,1
DB00404,DB00789,1
DB00479,DB00476,1
DB00502,DB00982,1
DB00285,DB12465,1
DB00477,DB11376,1
DB01576,DB14018,1
DB13234,DB00715,1
DB00623,DB11555,1
DB08889,DB00476,1
DB11549,DB01104,1
DB11633,DB01149,1
DB01242,DB01094,1
DB11614,DB00752,1
DB00945,DB01576,1
DB00476,DB01577,1
DB15360,DB00370,1
DB01547,DB00472,1
DB04688,DB00752,1
DB01267,DB11328,1
DB06016,DB01079,1
DB14185,DB01177,1
DB00628,DB01068,1
DB00182,DB04272,1
DB06684,DB00270,1
DB01151,DB02365,1
DB12105,DB00715,1
DB06016,DB13317,1
DB09246,DB00543,1
DB00450,DB06700,1
DB00822,DB03057,1
DB06077,DB11855,1
DB00540,DB00332,1
DB01174,DB06268,1
DB13146,DB00344,1
DB05018,DB01174,1
DB05015,DB01174,1
DB00363,DB13058,1
DB09251,DB00321,1
DB00494,DB00934,1
DB06207,DB00543,1
DB00555,DB09202,1
DB00476,DB00769,1
DB11614,DB01242,1
DB01224,DB08836,1
DB00404,DB09262,1
DB09068,DB00295,1
DB04820,DB01576,1
DB00656,DB00401,1
DB00404,DB06419,1
DB01174,DB01079,1
DB11587,DB06216,1
DB13550,DB14509,1
DB01018,DB08439,1
DB00182,DB11780,1
DB14185,DB01129,1
DB00279,DB01018,1
DB00592,DB00679,1
DB00404,DB00960,1
DB08918,DB08962,1
DB01104,DB09555,1
DB04695,DB08815,1
DB13136,DB00246,1
DB00472,DB09215,1
DB06695,DB00363,1
DB01100,DB00792,1
DB06119,DB06700,1
DB00564,DB00555,1
DB01151,DB11755,1
DB13775,DB00334,1
DB01174,DB13025,1
DB01418,DB01100,1
DB00555,DB13534,1
DB12958,DB01104,1
DB00829,DB00446,1
DB01104,DB00615,1
DB12278,DB01255,1
DB00408,DB00897,1
DB00243,DB01151,1
DB00938,DB06216,1
DB12500,DB00285,1
DB01068,DB01591,1
DB01242,DB06670,1
DB13364,DB00934,1
DB00370,DB13369,1
DB13252,DB09128,1
DB00934,DB01011,1
DB04946,DB00476,1
DB00490,DB11543,1
DB06660,DB06684,1
DB00472,DB04017,1
DB00820,DB01224,1
DB00363,DB00982,1
DB06684,DB11753,1
DB01245,DB00476,1
DB00934,DB09324,1
DB00285,DB04827,1
DB00370,DB00939,1
DB01104,DB09262,1
DB00540,DB00556,1
DB01068,DB01323,1
DB13605,DB06700,1
DB01363,DB01151,1
DB08329,DB01149,1
DB09287,DB01151,1
DB00540,DB00588,1
DB00834,DB06700,1
DB00831,DB00782,1
DB01224,DB13507,1
DB00313,DB01140,1
DB02134,DB00477,1
DB13398,DB01267,1
DB01242,DB09199,1
DB03374,DB08918,1
DB06016,DB01625,1
DB00502,DB00027,1
DB00662,DB01174,1
DB06077,DB01181,1
DB00363,DB04843,1
DB00370,DB00622,1
DB01100,DB01044,1
DB00555,DB09104,1
DB00246,DB00465,1
DB01242,DB06209,1
DB01175,DB00414,1
DB00475,DB12958,1
DB00490,DB00574,1
DB08954,DB00458,1
DB00555,DB08892,1
DB00246,DB13532,1
DB00433,DB15360,1
DB00662,DB00477,1
DB00477,DB08900,1
DB01618,DB06797,1
DB00726,DB01023,1
DB00490,DB01206,1
DB00408,DB09185,1
DB09049,DB00543,1
DB00490,DB06414,1
DB00679,DB00782,1
DB00404,DB00993,1
DB00726,DB00243,1
DB01591,DB01255,1
DB00382,DB01149,1
DB00726,DB00193,1
DB01156,DB06077,1
DB00404,DB01601,1
DB01100,DB12833,1
DB06016,DB13554,1
DB13821,DB01156,1
DB00623,DB08892,1
DB00334,DB13108,1
DB01242,DB01511,1
DB00934,DB09236,1
DB04816,DB00934,1
DB00601,DB01242,1
DB00734,DB11703,1
DB09068,DB04818,1
DB00445,DB00370,1
DB01151,DB01336,1
DB09128,DB09236,1
DB00477,DB00526,1
DB01238,DB08935,1
DB06155,DB00215,1
DB01224,DB01204,1
DB00656,DB06160,1
DB00726,DB13234,1
DB00182,DB06637,1
DB06077,DB00495,1
DB00458,DB01621,1
DB01151,DB11892,1
DB01156,DB00376,1
DB00363,DB01135,1
DB00831,DB08992,1
DB01242,DB00819,1
DB00398,DB00628,1
DB00540,DB11898,1
DB00490,DB08941,1
DB00877,DB00313,1
DB00334,DB00952,1
DB01014,DB00422,1
DB00404,DB01022,1
DB09253,DB00182,1
DB00321,DB12015,1
DB00046,DB00477,1
DB00540,DB11198,1
DB00726,DB08899,1
DB00850,DB13784,1
DB00493,DB00182,1
DB01068,DB00091,1
DB00433,DB08922,1
DB00477,DB00559,1
DB00904,DB00285,1
DB01018,DB01624,1
DB01238,DB04839,1
DB01576,DB00822,1
DB08918,DB01096,1
DB01224,DB09027,1
DB06148,DB00628,1
DB06200,DB01100,1
DB01190,DB00313,1
DB13316,DB01151,1
DB00831,DB11404,1
DB00533,DB01576,1
DB01623,DB06402,1
DB00344,DB01069,1
DB00540,DB00648,1
DB00812,DB01255,1
DB00104,DB00477,1
DB00458,DB02261,1
DB00321,DB13546,1
DB06016,DB13642,1
DB00603,DB01149,1
DB00543,DB13652,1
DB06700,DB14527,1
DB00863,DB14509,1
DB00370,DB13524,1
DB00433,DB13403,1
DB01333,DB01267,1
DB11466,DB00628,1
DB00752,DB12289,1
DB00321,DB11537,1
DB08815,DB08861,1
DB00476,DB00548,1
DB00731,DB00934,1
DB01576,DB14132,1
DB13687,DB00176,1
DB04844,DB00472,1
DB00656,DB06603,1
DB09128,DB00246,1
DB01018,DB09113,1
DB11491,DB06216,1
DB00477,DB00953,1
DB01601,DB01224,1
DB00285,DB06127,1
DB08899,DB00822,1
DB13520,DB00490,1
DB00433,DB00745,1
DB06468,DB00502,1
DB00389,DB00715,1
DB01618,DB08839,1
DB13446,DB01267,1
DB00321,DB05246,1
DB01618,DB13233,1
DB01238,DB05271,1
DB00734,DB06144,1
DB06529,DB01104,1
DB00334,DB00428,1
DB00565,DB00321,1
DB06285,DB00715,1
DB00215,DB08824,1
DB13221,DB00321,1
DB00616,DB00363,1
DB00285,DB13555,1
DB01036,DB01267,1
DB01175,DB04911,1
DB08815,DB01087,1
DB01037,DB00307,1
DB00822,DB03266,1
DB01111,DB00490,1
DB01037,DB09089,1
DB13229,DB00628,1
DB11443,DB00433,1
DB00334,DB08882,1
DB09072,DB00555,1
DB00176,DB00572,1
DB01598,DB01618,1
DB01238,DB00357,1
DB00555,DB08815,1
DB00370,DB06292,1
DB00285,DB01173,1
DB01068,DB00474,1
DB01247,DB00590,1
DB01580,DB14509,1
DB00623,DB01018,1
DB01037,DB13685,1
DB00182,DB01489,1
DB05830,DB00555,1
DB00476,DB12625,1
